text_a	text_b	labels
	If I do it this way I can clearly see the connection here Oh this is supposed to be 600 not 60	0.0
	Give Rynn a power clap one two three clap	0.0
	Who revised their thinking	1.0
	Anybody think something Charlotte can you come up and share what you were thinking	5.0
Yes but it doesn t have a partition rectangle	That s okay	0.0
	Can you explain	5.0
I found that same thing with 30 and eight	I want to ask you something about this	0.0
	30 x 20	0.0
	3 x 2  6 how many zeros do you want to have after this six	5.0
	There you go	0.0
	3 x 8  24 and how many zeros do you want to have after the 24	5.0
	Nice job	0.0
	Awesome give Charlotte a power clap one two three clap	0.0
I just saw something on her work and it said it s eight in the one s place but it had 80	In which work	2.0
Yes she put an 80	Charlotte can you bring it up real quick	1.0
Yes	I m glad you saw that Ms Cope s brain is a little tired	0.0
	Good job which one	1.0
	Yes	0.0
	Charlotte do you see how this really should just be You would do 30 x 20 30 x 8	0.0
	That s just an eight	0.0
	Nice catch Emerson Joey	0.0
	Clap back both of you both of you clap back	0.0
	All right your job is to use some partial products can you do a rectangle if you need to	1.0
Yes	Yes	3.0
	That s what you re going to be doing today	0.0
	Tomorrow you re going to be doing a seesaw explaining to your parents how to do partial products	0.0
	We are going to get it today	0.0
	All right boys and girls	0.0
	Today if you can turn to face the smartboard	0.0
	I want to share with you	0.0
	We did all of that all of those big numbers and were doing some kind of fun stuff today	0.0
	I see the word area	0.0
	Thumb up if you see the word area	1.0
	On our board over there we have a whole poster that talks about area	0.0
	Remember sitting on the carpet if I were to count all the squares that would be the area	0.0
	Can anyone remember	1.0
	I want you to turn and tell the neighbor the formula for area	5.0
	You should remember	0.0
	Turn and tell the neighbor what is the formula for area	5.0
	Ill pull the stick	0.0
	How about my friend number 24	1.0
	What is area Blake	5.0
	Length times width	0.0
	Thumb up if you got length times width	1.0
	Its important you remember that	0.0
	Then I see the word perimeter up there	0.0
	In my head Im already hearing perimeter goes around perimeter goes around	0.0
	Hi ho  perimeter goes around	0.0
	Turn and tell the neighbor what that means	0.0
	What is perimeter	5.0
	How about number eight	1.0
	Who is number eight	1.0
	Mark whats perimeter	5.0
	What would be the formula for perimeter	5.0
	Do you want to call a friend to help you someone who is raising their hands or do you want to answer	2.0
	Do you think you know the formula for perimeter	5.0
Length plus width plus width plus length	Great	0.0
	He said you could add up all the lengths which is two and all the widths and you get the perimeter	4.0
	Now look at this little star right here	0.0
	I think youve done this before	0.0
	Everybody read that with me	1.0
I can find the area when the perimeter and only one side length are known	Youre going to find the perimeter when only one side is known	0.0
	Theres a special thing were going to be doing today	0.0
	I like this too	0.0
	I can find areas by subdividing rectilinear figures	0.0
	What does it mean to subdivide	5.0
	What does that mean	5.0
	What do you think Mila	5.0
	Sections right	1.0
	You might have to make it into sections	0.0
	Theyre fun	0.0
	Theyre challenging	0.0
	I have a special problem for you today	0.0
	Youre going to think about what you know about area what you know about perimeter	0.0
	Youre going to be doing it at your seat and then were going to be sharing over on the carpet	0.0
	We might be summarizing were going to be sharing with a partner	0.0
	You should be able to see your partners steps they took today	0.0
	You need to make sure you have your steps on your paper and you explain	0.0
	Heres your problem what youre doing	0.0
	This should be five minutes or less	0.0
	Were starting off with one like this	0.0
	Heres the math message	0.0
	It says find the area	0.0
	Everybody tell me the formula for area	5.0
Length times width	Thank you	0.0
	If you remember that but interesting	0.0
	I have this rectangle	0.0
	Obviously its just on paper because it says the perimeter of this rectangle of 752 inches they give you one side but they want to know the area	0.0
	Weve been doing multistep word problems	0.0
	I want to see if you can use some steps to figure the area of this rectangle	0.0
	I know what do I know	5.0
	We know the perimeter and we know the length	0.0
	Do we know the width	1.0
No	Do we know the other length	1.0
	Yes	0.0
Yes	Think about what you know and how could you figure that out and think about the formula for area	0.0
	Somehow you need to show your work and show some steps	0.0
	I should see some equations on your paper and then be prepared to share	0.0
	We share and we learn and we look at other peoples thinking and compare it to ours	0.0
	Thats what were going to be doing today	0.0
	If you do happen to finish and youre ready before other friends you could go on to lesson 411 math boxes while youre waiting	0.0
	This isnt a talking time	0.0
	You will have time to talk today	0.0
	Quietly get back to your seats put your name and number at the top	0.0
	Thank you for going back without talking giving it a try	0.0
	Do you know them	1.0
	Good	0.0
	Maybe I might likely try to explain that	0.0
	Turn those voices off and turn your brains on	0.0
	Give it a try	0.0
	Were all going to have an answer and a way we got our answer	0.0
	Remember you will have time to talk	0.0
	Lets try it on your own	0.0
	Lets see friends tackle this problem	0.0
	Tackle	0.0
	Maybe you can use the resources on the boards and board up there	0.0
	Make sure youve shown how you did it	0.0
	We should be able to look at your steps	0.0
	Your partner should be able to see what you did to solve the problem	0.0
	Please show me with your fingers how long you need	1.0
	Two to three minutes	1.0
	I cant give you 10	0.0
	Sorry Drew	0.0
	Try in two to three see what you can come up with	0.0
	Think about what strategy you went through to solve it	0.0
	Maybe look back at your paper Can I explain what I did step by step	0.0
	and hopefully you got an answer thats bigger than the perimeter because youre doing the area	0.0
	Ill know youre finished when your paper is turned over then that way everybody has a chance	0.0
	Lets see some friends Im going to give points to because they got their journal out and theyre working and on task nice job	0.0
	Thank you the job Hillary	0.0
	Please stop	0.0
	Thank you	0.0
	If youd like to make Lindsay stop please stop	0.0
	Thank you to Jaden Aubrey	0.0
	Yes it says 11	0.0
	Boys and girls Im going to give you a chance now at your group all youre simply going to do is compare answers right now	2.0
	I want you to turn over your papers and just see if anyone at your group has the same answer	2.0
	Then were going to do some sharing and explaining when we get back to the carpet	0.0
	If you could go around just and around Robin share what you got and a quick how did you do it what did you get how did you do it	5.0
	Go	1.0
	All right Im going to have you wrap up your conversations	0.0
	Bring your papers a clipboard some pen or marker because were going to be revising thinking	0.0
	Bring your clipboard your paper and a marker	0.0
	Thanks for getting over so quickly Louie	0.0
	Hey Louie what did you get	5.0
330300	Youre so close my friend	0.0
	Oh man	0.0
	Just get it up there and Ill see if they can fix it okay	1.0
	Thank you to those friends whore over quickly quietly I want to talk about it	0.0
	Comparing	0.0
	Heres what were going to do were going to go through a math conversation here and share Does anybody want to come up and share what they were thinking step by step	5.0
	When you were doing it I also did it and at the end well look and share	0.0
	By the end you should understand how to find the area when you dont have all the sides but they give you something like the perimeter	0.0
	James I think hearing you you may have come really really close so James can you come up and share and then I want you to be thinking about Can I add on to Jamess explanation do I have any questions	0.0
	I want someone to actually summarize what he says	1.0
	Right James	1.0
Then I did 367 x 9 to get 3303	Give him a power clap one two three clap	0.0
	Jaden you did too you did the same thing	2.0
Yes	Raise your hands if you did something similar	2.0
	Something I noticed about Jamess work is when he went over the steps he told you what he did and he labeled all of these steps of math	0.0
	Does anybody have anything they want to add on to what James said or can someone summarize how he started	2.0
	What did James do at the beginning Mila	2.0
He knew that in the perimeter was 752 and to get the perimeter you have to add up all the sides to get the same length so if you add those	He knew this is the perimeter and he knew one side	4.0
	As fourth graders what do we know about the other side	5.0
	Its going to be what	5.0
